HomeTeam,AwayTeam,FTHG,FTAG,HST,AST,HC,AC,B365>2.5,B365<2.5,Season,P>2.5,P<2.5,RATING_H_DEF,RATING_H_OFF,RATING_A_DEF,RATING_A_OFF
Leeds,Bournemouth,4,3,4,6,13,3,1.8,2.0,2022-23,0.5395620414011878,0.4604379585988122,10.180794425580494,11.265163428474082,10.169420962944873,10.779679142929984
Man City,Fulham,2,1,5,2,9,0,1.28,3.75,2022-23,0.7519502789107009,0.24804972108929912,0.22993116901716015,22.718182784766665,0.0,19.02639632276177
Nott'm Forest,Brentford,2,2,7,2,3,3,2.03,1.87,2022-23,0.4782543251300678,0.5217456748699322,11.721551917634375,4.115585294155955,11.165757842051942,4.2037841060313355
Wolves,Brighton,2,3,5,8,4,9,2.1,1.72,2022-23,0.4620523803108149,0.537947619689185,8.831865138257076,8.073386325954006,8.95013393678077,8.41810905304941
Everton,Leicester,0,2,2,8,8,3,2.0,1.8,2022-23,0.48539258386607137,0.5146074161339287,15.274866279868927,4.020084663851681,14.648758829469005,7.206159412390809
Chelsea,Arsenal,0,1,1,2,4,6,1.93,1.97,2022-23,0.517414399507571,0.48258560049242905,9.201950820162718,11.230056497250834,8.359653737775048,11.080436275973133
Aston Villa,Man United,3,1,4,3,3,5,1.94,1.96,2022-23,0.4966235619162959,0.503376438083704,7.4486101996921485,9.550511083787415,7.574017734485276,9.868321527211261
Southampton,Newcastle,1,4,5,4,8,2,1.95,1.95,2022-23,0.4985077559170067,0.5014922440829933,9.81092820277884,8.10172040127363,9.820195740768318,10.390687655529552
West Ham,Crystal Palace,1,2,2,6,2,5,2.1,1.72,2022-23,0.4606323678496122,0.5393676321503877,8.346097946755908,10.782071697091268,7.991771678521841,9.936196408956128
Tottenham,Liverpool,1,2,5,6,5,3,1.66,2.2,2022-23,0.6182590844298455,0.38174091557015455,6.9211089471640665,16.518143264952275,6.519747999643585,15.501207603454224
Man City,Brentford,1,2,6,8,10,2,1.36,3.2,2022-23,0.7107188119316533,0.2892811880683467,1.5652130341804458,23.7783426652734,1.5007822709442533,18.944430572794012
Bournemouth,Everton,3,0,9,3,3,5,2.1,1.72,2022-23,0.46597587350425423,0.5340241264957457,14.315149647932017,5.114307326404439,14.664858322691003,6.122621777000858
Liverpool,Southampton,3,1,7,5,6,0,1.4,3.0,2022-23,0.6984822247310273,0.3015177752689727,4.545776266406674,22.148236954791322,4.594616673133163,19.586878405831825
Nott'm Forest,Crystal Palace,1,0,2,0,1,5,2.2,1.66,2022-23,0.4309203433771943,0.5690796566228057,10.644485795158715,3.055479562481425,10.058372265594008,3.6815653003810573
Tottenham,Leeds,4,3,8,5,9,2,1.61,2.3,2022-23,0.6164340498725357,0.3835659501274643,6.498408632301614,17.7702243626014,6.117483828151812,16.385252745806387
West Ham,Leicester,0,2,6,6,7,2,1.99,1.91,2022-23,0.48895328316692954,0.5110467168330705,8.309375777452248,11.607436080572114,8.190400108417439,10.323008392675995
Newcastle,Chelsea,1,0,3,2,5,3,1.98,1.92,2022-23,0.4948152929528365,0.5051847070471636,5.331725688476177,12.431868397955123,5.475596903335529,12.204221383969916
Wolves,Arsenal,0,2,2,4,6,4,1.8,2.0,2022-23,0.5373654574315564,0.4626345425684436,8.062703845191963,7.9564808650647025,8.089309452558762,8.78161269805529
Brighton,Aston Villa,1,2,2,2,11,4,1.96,1.94,2022-23,0.5019529380236247,0.49804706197637527,5.4911786843687675,17.76393741158738,5.812542945876206,16.419071199476285
Fulham,Man United,1,2,7,9,10,3,1.61,2.3,2022-23,0.6037948972340083,0.39620510276599175,11.274693558570663,11.784838862343193,11.945281573048392,12.20966229066243
Brentford,Tottenham,2,2,5,8,6,5,1.8,2.0,2022-23,0.5551349763115689,0.44486502368843106,12.791915077894206,7.743881490180231,12.603494681575718,9.900453450792071
Crystal Palace,Fulham,0,3,0,11,1,8,2.02,1.88,2022-23,0.48065737928894536,0.5193426207110546,8.36890382523532,6.607213515092298,8.220992810328056,5.070799640435022
Everton,Wolves,1,2,6,4,2,2,2.2,1.67,2022-23,0.43818207916003693,0.5618179208399631,14.34132425031902,3.3514336174819497,13.833985871755491,6.7335605626034845
Leicester,Newcastle,0,3,2,5,5,5,1.86,2.04,2022-23,0.521405689225068,0.478594310774932,12.196812449658175,5.865842433812817,11.546112227880247,8.020662902887853
Southampton,Brighton,1,3,4,4,4,2,1.94,1.96,2022-23,0.5063114909620042,0.49368850903799577,7.52832703598289,7.599929795407413,7.827431371310301,9.911229307905074
Aston Villa,Liverpool,1,3,6,9,0,6,1.67,2.2,2022-23,0.5927847815069444,0.40721521849305564,7.9002443499385215,8.53398568419251,7.8031041230414875,9.276909896121357
Arsenal,West Ham,3,1,5,4,7,5,1.73,2.1,2022-23,0.5639266947714315,0.43607330522856846,4.969105379001519,14.839655249375317,4.180101360220586,13.497779556599436
Chelsea,Bournemouth,2,0,5,4,6,8,1.67,2.2,2022-23,0.5826919092961811,0.4173080907038189,9.547842161555124,10.755169533824839,9.018690680799484,10.080454563854145
Man United,Nott'm Forest,3,0,8,3,9,9,1.67,2.2,2022-23,0.5721834394482063,0.42781656055179373,10.0620644909698,12.214808049772556,9.557156025283684,12.136581815631644
Leeds,Man City,1,3,1,9,3,5,1.44,2.75,2022-23,0.6852376370341359,0.31476236296586413,10.839427040457618,9.228632873545976,10.27264640071079,9.99117507133684
West Ham,Brentford,0,2,5,6,8,1,1.98,1.95,2022-23,0.49799148014142797,0.502008519858572,7.993173932412227,12.553714678278725,8.21194447664113,10.899530230604816
Liverpool,Leicester,2,1,5,2,4,5,1.44,2.75,2022-23,0.6805832836202999,0.31941671637970015,4.532888007832107,21.17906900808067,4.786438506875691,18.372390575987094
Wolves,Man United,0,1,3,6,7,5,2.03,1.9,2022-23,0.47893478471061535,0.5210652152893847,8.730132334632383,7.212157856799717,8.386110477323959,7.7958929367064265
Bournemouth,Crystal Palace,0,2,2,6,2,7,2.1,1.73,2022-23,0.4589198975581881,0.5410801024418119,14.786838492400786,4.993397555657997,14.89982581073789,6.262894648357331
Fulham,Southampton,2,1,2,3,4,4,1.73,2.1,2022-23,0.5636025965167749,0.4363974034832251,8.593044840569096,12.804436305482565,9.87962280823151,13.123642488183219
Man City,Everton,1,1,3,1,7,1,1.36,3.2,2022-23,0.709231603884706,0.29076839611529404,0.6030986423396878,22.489577371593214,1.064581950295174,17.354611494360153
Newcastle,Leeds,0,0,5,1,9,3,1.62,2.3,2022-23,0.598760886891707,0.40123911310829297,4.743441315739541,13.098191589474043,4.814336613795133,12.2923395958494
Brighton,Arsenal,2,4,5,7,7,4,1.89,2.04,2022-23,0.5225504621718466,0.47744953782815336,6.134206223877458,16.168799199685676,5.986449510300142,15.505870051293238
Tottenham,Aston Villa,0,2,2,4,5,3,1.8,2.0,2022-23,0.5471221242006128,0.4528778757993872,7.147765439716926,16.03822583623902,6.635177803680206,14.975433859847172
Nott'm Forest,Chelsea,1,1,5,2,1,2,2.02,1.91,2022-23,0.480567534935877,0.519432465064123,10.581000638120651,4.153720589714273,9.856532360408767,4.5731474853677545
Brentford,Liverpool,3,1,7,6,4,9,1.57,2.38,2022-23,0.6332124643305417,0.3667875356694583,12.799015126629604,7.665430667463764,12.446163017354294,10.316570523254876
Arsenal,Newcastle,0,0,4,1,5,5,1.8,2.0,2022-23,0.5413369473532754,0.4586630526467246,4.70430855079537,14.81138741253942,4.036992462768626,13.708160588412284
Everton,Brighton,1,4,4,8,5,2,2.02,1.88,2022-23,0.48200520186304163,0.5179947981369584,11.35188674779272,3.536222547420914,11.660298993585211,6.946457083535567
Leicester,Fulham,0,1,6,2,6,3,1.73,2.1,2022-23,0.5623833955642263,0.43761660443577366,8.683990355348698,7.173515827155783,8.836732586199053,8.949851942037823
Man United,Bournemouth,3,0,6,4,6,5,1.53,2.5,2022-23,0.6416199542353984,0.3583800457646016,10.61076936020539,12.605330454060619,10.179942087029028,11.938831545041824
Southampton,Nott'm Forest,0,1,0,1,6,2,2.06,1.84,2022-23,0.45329873653757685,0.5467012634624231,5.778751124411484,6.901308526889508,6.310665934835573,8.55972894119935
Leeds,West Ham,2,2,6,2,8,1,1.8,2.0,2022-23,0.5458458336497609,0.4541541663502391,9.60996779529413,9.402499726466397,9.01526579029723,10.384414236312928
Aston Villa,Wolves,1,1,4,3,7,8,2.08,1.82,2022-23,0.4541658285658956,0.5458341714341044,7.426248788073285,9.15071316925354,7.67725010659394,9.459619841856982
Crystal Palace,Tottenham,0,4,4,6,10,4,1.92,1.98,2022-23,0.5072378195730732,0.49276218042692677,7.250872363233602,8.735746713495429,7.126261557254726,7.360270993372151
Chelsea,Man City,0,1,2,3,3,2,1.8,2.0,2022-23,0.5478178250081976,0.45218217499180235,7.385011499429665,8.138203958817527,6.5699668139820595,8.745847962121658
Fulham,Chelsea,2,1,3,10,5,7,1.87,2.03,2022-23,0.5177029225429982,0.4822970774570018,11.47556747300528,10.569655213611126,12.102496932798013,11.467600193809517
Aston Villa,Leeds,2,1,5,4,0,11,1.8,2.0,2022-23,0.5361028770709172,0.4638971229290828,8.818502668090916,8.370830031849517,9.050427214586454,8.495694998192924
Man United,Man City,2,1,4,1,1,2,1.73,2.1,2022-23,0.5739710270936961,0.4260289729063039,8.28965769918657,11.1450094096899,7.62135546268286,11.664024395665612
Brighton,Liverpool,3,0,9,2,7,1,1.57,2.38,2022-23,0.6380423234106793,0.36195767658932065,4.9593958025563545,16.285021506332193,4.288426783255267,15.964388867379144
Everton,Southampton,1,2,4,5,6,4,2.1,1.73,2022-23,0.4431556984881575,0.5568443015118425,11.133543915411735,4.084871053528735,11.600610784701638,7.7196292299867455
Nott'm Forest,Leicester,2,0,5,1,3,5,2.03,1.87,2022-23,0.46239976310674274,0.5376002368932573,9.10553604953795,3.9244025849742386,8.680503759876851,4.430911100045729
Wolves,West Ham,1,0,4,4,4,3,2.2,1.67,2022-23,0.4419660866698982,0.5580339133301018,8.79969888295981,8.063843789192518,8.280655013059063,8.34378113952627
Brentford,Bournemouth,2,0,4,2,5,3,1.8,2.0,2022-23,0.5454595754890147,0.4545404245109853,11.74962567351568,7.42424654837753,11.61456470326083,9.602907568239464
Chelsea,Crystal Palace,1,0,5,5,11,7,2.02,1.88,2022-23,0.4723720371605809,0.5276279628394192,8.16132573534425,11.79992880103104,7.28416821334642,11.819993870711949
Newcastle,Fulham,1,0,5,0,10,5,1.73,2.1,2022-23,0.5644745129631348,0.4355254870368652,3.846106296923254,13.865829301572164,4.191250534735998,12.456680436308918
Tottenham,Arsenal,0,2,7,5,4,3,1.8,2.0,2022-23,0.5528574053967401,0.4471425946032599,8.06296409795997,15.403445999345635,7.434355404957665,15.000138860641869
Crystal Palace,Man United,1,1,5,4,3,3,1.97,1.93,2022-23,0.4951375031999982,0.5048624968000017,8.27835270809464,9.549551405053915,7.960499439727062,8.242513110680948
Man City,Tottenham,4,2,6,3,8,3,1.53,2.5,2022-23,0.637942453660076,0.36205754633992404,0.0,18.13381788767186,0.345801747893564,14.36589246098663
Liverpool,Chelsea,0,0,3,2,5,5,1.73,2.1,2022-23,0.5767644103398225,0.4232355896601775,6.5431389663629504,17.095084109851957,6.22910018990356,15.421677726161084
Bournemouth,Nott'm Forest,1,1,4,5,4,6,2.3,1.62,2022-23,0.41135214655710495,0.588647853442895,14.322336959080284,4.159703615278163,14.348604986784364,5.631157990883812
Leicester,Brighton,2,2,2,4,5,6,1.86,2.04,2022-23,0.5216911610569571,0.4783088389430429,8.559546756206203,6.44427756346774,8.563904145238439,8.35596113618184
Southampton,Aston Villa,0,1,5,5,2,2,2.1,1.73,2022-23,0.45022938900818926,0.5497706109918108,6.8993966015656865,6.854687073410647,6.833531684790608,8.031919853207873
West Ham,Everton,2,0,4,2,4,9,2.1,1.73,2022-23,0.4564931624595928,0.5435068375404072,9.791090009312976,9.463908411498432,10.015019646697175,8.405417710806615
Crystal Palace,Newcastle,0,0,1,7,3,15,2.1,1.73,2022-23,0.4591428125599138,0.5408571874400863,10.935653957374011,8.463322907613877,10.31713939477304,7.8079705514213655
Leeds,Brentford,0,0,5,0,2,3,1.67,2.2,2022-23,0.5836224264980068,0.4163775735019932,7.156284777908521,10.386509420028014,7.157537534437951,10.59605763397144
Man City,Wolves,3,0,7,1,5,7,1.5,2.63,2022-23,0.6390274021727146,0.3609725978272854,0.874485662024449,18.76435021251721,1.1525122105665182,14.454574247360659
Arsenal,Man United,3,2,5,4,12,4,1.73,2.1,2022-23,0.5612408993144529,0.43875910068554713,4.919968315628457,15.752025435115637,4.483507555179179,14.435884561942084
Fulham,Tottenham,0,1,5,3,3,8,1.73,2.1,2022-23,0.577341296498844,0.422658703501156,11.661463488890714,9.163706772026103,12.115636410198494,10.524291515352932
Chelsea,Fulham,0,0,3,4,6,2,1.91,1.99,2022-23,0.5119993158762683,0.48800068412373165,6.291249353123638,11.27589954060557,6.139804170695361,10.802548875470483
Everton,Arsenal,1,0,4,3,7,5,1.87,2.03,2022-23,0.5175528448810429,0.4824471551189571,9.50956081398856,5.809086605526217,10.003213406470385,9.161905459173763
Aston Villa,Leicester,2,4,4,5,11,3,1.94,1.96,2022-23,0.48964673419178917,0.5103532658082108,8.506307125471071,9.700876147616603,8.802078867203655,9.732429100489782
Brentford,Southampton,3,0,4,6,4,4,2.04,1.86,2022-23,0.4629042596911114,0.5370957403088886,10.833932095869585,6.145732286759258,10.964758051693906,8.477161428450408
Brighton,Bournemouth,1,0,6,2,7,3,1.73,2.1,2022-23,0.5652348016989489,0.4347651983010511,5.14983042212877,16.30367303638824,4.580229408791168,15.057894039310142
Man United,Crystal Palace,2,1,5,3,5,5,1.88,2.02,2022-23,0.5211074064276318,0.47889259357236824,9.345263091692056,10.647741475816407,8.793588001101961,10.8033008733928
Wolves,Liverpool,3,0,6,4,2,7,1.8,2.0,2022-23,0.5471208421553407,0.45287915784465926,8.229702111743473,8.827568814777788,8.041367825955833,9.138010720079892
Newcastle,West Ham,1,1,2,1,4,2,2.0,1.8,2022-23,0.4891825888292931,0.5108174111707069,2.550337546529997,15.614647886753547,2.9862171528241026,13.421487947916987
Nott'm Forest,Leeds,1,0,2,4,0,2,1.94,1.96,2022-23,0.488741253943681,0.5112587460563189,8.492002878681781,3.3704196123032486,8.091732982232335,3.9481377016046597
Tottenham,Man City,1,0,3,5,4,6,1.67,2.2,2022-23,0.5900957825061718,0.4099042174938282,8.071474120527997,13.29379251711382,7.3302202060551815,14.081266504898146
Man United,Leeds,2,2,7,2,6,5,1.57,2.38,2022-23,0.6134186348727656,0.3865813651272344,8.756938544941134,11.396866264292267,8.336811115135653,11.756006732957648
West Ham,Chelsea,1,1,2,4,5,6,2.2,1.67,2022-23,0.4356854621997843,0.5643145378002157,8.175531899747549,8.204083324883399,8.750426504753769,7.837438774287843
Arsenal,Brentford,1,1,7,2,7,4,1.73,2.1,2022-23,0.5620804579780566,0.4379195420219434,6.045447281147075,15.35716340636112,5.449910494903223,13.934134508635442
Crystal Palace,Brighton,1,1,1,7,1,6,2.0,1.8,2022-23,0.4921905077982943,0.5078094922017057,10.771367942302724,6.638461160822824,10.133983558100528,6.740984561158389
Fulham,Nott'm Forest,2,0,3,1,5,4,2.1,1.73,2022-23,0.4513085980570073,0.5486914019429927,10.491086468526156,8.223668325494025,11.051503173774478,9.72375533108545
Leicester,Tottenham,4,1,7,4,1,5,1.73,2.1,2022-23,0.5626956961864986,0.4373043038135014,9.45624629026161,6.50071567249807,9.310085050548416,8.224591249223083
Southampton,Wolves,1,2,2,2,5,2,2.3,1.62,2022-23,0.4115385135527836,0.5884614864472164,6.288114294607125,7.144735503313539,6.086703247405693,7.904592107274169
Bournemouth,Newcastle,1,1,5,7,4,6,2.04,1.86,2022-23,0.4742816413377329,0.5257183586622671,13.697620310432598,4.296624264090361,13.591154692744025,6.596837925681397
Leeds,Man United,0,2,6,5,7,3,1.67,2.2,2022-23,0.5792560194317247,0.42074398056827533,6.988742976369881,10.097611908105883,6.963215422165205,10.141302893198779
Man City,Aston Villa,3,1,9,2,8,4,1.5,2.63,2022-23,0.6430513424346708,0.35694865756532923,0.9166015081210123,19.894167069244816,1.155416608291996,15.575391962086227
Liverpool,Everton,2,0,6,1,3,3,1.73,2.1,2022-23,0.5637006726343429,0.43629932736565713,5.713657267364484,16.101026755480454,5.859139925094519,14.520426954767338
Arsenal,Man City,1,3,1,6,1,3,1.88,2.02,2022-23,0.5266138311324023,0.47338616886759766,5.63187864362421,13.437476232432608,4.669374587308006,12.780907434038548
Aston Villa,Arsenal,2,4,5,5,2,9,2.02,1.88,2022-23,0.4829867004868397,0.5170132995131602,10.058671628688801,9.202644945557916,10.367961900048504,9.722079230038679
Brentford,Crystal Palace,1,1,5,4,2,6,2.1,1.73,2022-23,0.45761154932540327,0.5423884506745967,11.406613991695767,5.799908439725313,11.52720363158483,7.667915932467935
Brighton,Fulham,0,1,7,2,10,2,1.73,2.1,2022-23,0.5644427890154499,0.43555721098455014,3.3467619818679974,17.842176938883867,3.3404673902788558,15.973094174077543
Chelsea,Southampton,0,1,5,5,8,2,1.98,1.92,2022-23,0.4776549270681997,0.5223450729318003,6.174358932524154,12.253129340427503,6.216502040407882,11.851296037048128
Everton,Leeds,1,0,6,0,6,4,2.1,1.73,2022-23,0.4498455118329526,0.5501544881670474,7.297165182888822,6.383458478413762,8.077877092361877,9.310860136741585
Nott'm Forest,Man City,1,1,1,6,0,10,1.62,2.3,2022-23,0.5841683434606456,0.4158316565393544,9.308908966322615,1.779680923502522,8.429815671320108,3.2986334859991318
Wolves,Bournemouth,0,1,4,1,12,2,2.1,1.73,2022-23,0.4559299811311671,0.5440700188688329,7.072613979808349,9.74654110934071,7.1735526868558335,9.371852626066286
Newcastle,Liverpool,0,2,4,7,6,7,1.8,2.0,2022-23,0.5467751580954275,0.45322484190457246,4.997374543815827,15.28087697738576,4.769509510098102,13.401864886180014
Man United,Leicester,3,0,8,3,6,6,1.62,2.3,2022-23,0.5972516929516534,0.40274830704834663,9.764017746954048,11.961930629290185,9.411553056384184,12.203848094181973
Tottenham,West Ham,2,0,6,1,4,7,1.88,2.02,2022-23,0.5166549851993483,0.48334501480065173,8.23083443202598,12.662504191518874,7.4159100749049385,13.289491905468857
Fulham,Wolves,1,1,5,2,4,3,2.2,1.67,2022-23,0.4391465417898913,0.5608534582101087,10.147801410044984,7.559245376962302,10.598818142731762,9.346303690780621
Everton,Aston Villa,0,2,5,5,5,1,2.3,1.62,2022-23,0.4144591364937542,0.5855408635062458,6.723872105288656,7.016079190855339,7.516657929649724,9.377866931179877
Leeds,Southampton,1,0,4,2,9,2,2.05,1.85,2022-23,0.4625594998283249,0.5374405001716751,7.464007779294857,9.793612090082332,7.067740259173745,10.108573740824987
Leicester,Arsenal,0,1,0,2,0,8,1.67,2.2,2022-23,0.579516867349365,0.42048313265063497,9.94017386185048,4.864986039639467,9.59654258144009,6.772302705026901
West Ham,Nott'm Forest,4,0,5,3,12,3,2.2,1.67,2022-23,0.4222361178185962,0.5777638821814037,8.1447785268226,10.221826383618085,8.711172596233103,9.621857050047225
Bournemouth,Man City,1,4,2,5,4,6,1.57,2.38,2022-23,0.6180371161990581,0.3819628838009419,13.935600997989518,2.850286448349974,13.290932479958727,6.4066827902496195
Crystal Palace,Liverpool,0,0,0,4,5,3,1.85,2.05,2022-23,0.5304387187712519,0.4695612812287481,9.053144148375036,6.13505756641319,8.348180652883578,6.676265445365873
Tottenham,Chelsea,2,0,3,2,4,4,2.08,1.82,2022-23,0.47118308715584745,0.5288169128441526,7.307701571978804,11.968233792422213,6.600836896803991,12.708788374556121
Arsenal,Everton,4,0,5,5,5,1,1.85,2.05,2022-23,0.5127429414242467,0.4872570585757533,3.8084445671433436,13.875912827045301,3.5203907480756254,13.019307473194184
Liverpool,Wolves,2,0,6,1,5,2,1.73,2.1,2022-23,0.5597720085735692,0.44022799142643076,4.4322189416906745,15.611051343209931,4.807357517443309,14.31936566886509
Man City,Newcastle,2,0,3,2,8,4,1.73,2.1,2022-23,0.5654052987725892,0.43459470122741084,0.750729692600566,18.50701750898254,0.20383536121444562,15.356245504708443
Arsenal,Bournemouth,3,2,9,4,17,1,1.57,2.38,2022-23,0.6109962829995722,0.3890037170004278,3.783872935509277,17.828312428998565,3.906118804962316,15.68112484596831
Aston Villa,Crystal Palace,1,0,1,0,2,4,2.3,1.62,2022-23,0.41701273816847406,0.5829872618315259,9.444563040153966,7.079687222701461,9.492607728840397,7.921191030032308
Brighton,West Ham,4,0,9,2,7,3,1.95,1.95,2022-23,0.5027281543123162,0.4972718456876838,3.0076892846616725,19.07772448625123,2.961863245695315,16.810814545553175
Chelsea,Leeds,1,0,3,2,5,7,1.95,1.95,2022-23,0.4918088909252583,0.5081911090747417,5.849000438024963,11.206347027120563,5.941891666840181,10.785410230804134
Wolves,Tottenham,1,0,5,6,4,8,2.1,1.73,2022-23,0.45601145201003684,0.5439885479899631,8.249781815886081,7.7369646942647545,8.2948143727012,7.8913618801350385
Southampton,Leicester,1,0,5,0,3,4,2.06,1.84,2022-23,0.45632643288937413,0.5436735671106259,7.695229908958931,6.56446181899967,7.444464903466953,6.9671142031587
Nott'm Forest,Everton,2,2,4,3,3,3,2.5,1.53,2022-23,0.3712065412565004,0.6287934587434996,10.332209177062477,2.194519548667852,9.608608797399183,3.7799656848515686
Liverpool,Man United,7,0,8,4,4,3,1.67,2.2,2022-23,0.5896653601276216,0.4103346398723784,4.131130000920336,16.02013710155498,4.513034803920327,14.310503596048417
Brentford,Fulham,3,2,6,5,2,3,1.94,1.96,2022-23,0.49589336898138514,0.5041066310186149,10.863740486920998,5.64832702605234,11.199172744507432,7.474939677588319
Bournemouth,Liverpool,1,0,2,6,3,8,1.62,2.3,2022-23,0.6041062373300256,0.39589376266997445,16.51534185779561,2.250275545126526,15.419614696878963,6.330530960621671
Everton,Brentford,1,0,6,4,5,8,2.2,1.67,2022-23,0.4281653450055952,0.5718346549944048,8.390909657778357,7.433498274383606,8.903683014252703,8.691240491890861
Leeds,Brighton,2,2,4,2,4,7,1.89,2.04,2022-23,0.518026158345717,0.48197384165428303,6.447183623461937,9.992333936700645,6.01481014443396,10.618627262496455
Leicester,Chelsea,1,3,7,6,2,5,2.02,1.91,2022-23,0.46867639401847977,0.5313236059815203,10.051885545296154,4.756853552830734,9.664484661646473,6.699341789418251
Tottenham,Nott'm Forest,3,1,7,5,2,10,1.88,2.05,2022-23,0.5085104404121258,0.4914895595878742,9.826628766452913,12.793244893086014,9.19358097954943,12.874840219418894
Crystal Palace,Man City,0,1,0,4,2,6,1.8,2.0,2022-23,0.5288522505844174,0.4711477494155826,7.297460323130163,4.148104292156227,6.597752410048611,5.502644001081668
Fulham,Arsenal,0,3,2,7,4,8,1.85,2.08,2022-23,0.5283701237343795,0.4716298762656205,10.629854877635273,6.548691552548375,10.56586534848847,8.806575396706723
Man United,Southampton,0,0,4,4,7,8,1.62,2.3,2022-23,0.5946893646502189,0.40531063534978107,10.446009272607013,11.731887392170096,10.288106096806295,12.194410643692251
West Ham,Aston Villa,1,1,6,4,13,2,2.08,1.85,2022-23,0.4628530450797876,0.5371469549202124,8.3286562509546,11.93303253997965,8.954146739347246,11.37205191644095
Newcastle,Wolves,2,1,8,4,10,3,2.2,1.67,2022-23,0.4385873543617007,0.5614126456382993,5.002073369084696,16.65889169315544,5.110996018188664,14.712274712093933
Brighton,Crystal Palace,1,0,5,3,1,4,1.93,1.97,2022-23,0.49444180020282125,0.5055581997971788,3.946327074571043,17.04492116882009,3.9326704901706537,14.999874192281759
Southampton,Brentford,0,2,1,5,3,3,2.1,1.73,2022-23,0.45587685219099583,0.5441231478090042,7.975330778989966,6.710885899362502,7.847299920530689,6.519570796528477
Nott'm Forest,Newcastle,1,2,3,4,3,7,2.07,1.83,2022-23,0.4668721101848635,0.5331278898151365,9.407221305976673,4.5198245245421,8.704564569335984,5.755892408808023
Aston Villa,Bournemouth,3,0,9,3,9,6,1.97,1.93,2022-23,0.49255184494040183,0.5074481550595982,11.722051090702063,8.595684584868252,11.850822227771404,8.72658874023512
Brentford,Leicester,1,1,2,1,8,4,1.89,2.01,2022-23,0.5032191967405244,0.4967808032594756,9.311937091194935,7.393637539202874,9.794756931171145,8.512893502505573
Southampton,Tottenham,3,3,7,3,10,3,2.06,1.84,2022-23,0.47163115843419656,0.5283688415658034,6.9644730977227045,8.931510473200122,6.928974177194692,8.395834360775252
Wolves,Leeds,2,4,8,4,5,4,2.2,1.67,2022-23,0.43561033191019466,0.5643896680898053,9.317687791254778,8.850407965792776,9.33569846569046,9.241043416448852
Chelsea,Everton,2,2,7,3,8,2,2.1,1.73,2022-23,0.4560305942684585,0.5439694057315415,6.179227412322482,12.742701569382266,6.113487494974523,12.051647647507197
Arsenal,Crystal Palace,4,1,5,4,5,4,1.73,2.1,2022-23,0.5516917502601358,0.44830824973986416,4.6040328672270885,17.83275924769319,4.595807001262905,15.905703125729381
Man City,Liverpool,4,1,8,1,7,1,1.67,2.2,2022-23,0.5829166822639651,0.4170833177360349,0.0,19.202916836495536,0.0,16.175710634641725
Arsenal,Leeds,4,1,6,5,4,3,1.53,2.5,2022-23,0.6363714322033381,0.36362856779666186,4.7429603258094915,17.555370839303674,4.79403225971462,15.504814583379206
Bournemouth,Fulham,2,1,7,2,4,3,2.0,1.8,2022-23,0.4872453806101959,0.512754619389804,16.161943445248838,3.067018703366913,15.307072691466484,6.860905379147506
Brighton,Brentford,3,3,15,5,14,0,1.73,2.1,2022-23,0.5619268766004537,0.4380731233995463,3.665437359477929,21.273583627121823,3.7917091465008057,18.58028857726257
Crystal Palace,Leicester,2,1,9,2,10,1,2.1,1.73,2022-23,0.43918852947198633,0.5608114705280136,4.614701448974886,8.893598470010549,4.995973457532949,8.841733771498161
Nott'm Forest,Wolves,1,1,7,1,4,3,2.38,1.57,2022-23,0.3991166721277515,0.6008833278722485,8.190987157645953,5.522166026628439,7.689052533329964,6.4920392315651485
Chelsea,Aston Villa,0,2,8,2,13,2,1.97,1.93,2022-23,0.49703649776569375,0.5029635022343062,5.390451997193505,15.386164510640498,5.400429977156753,13.988757171911578
West Ham,Southampton,1,0,2,3,5,3,2.0,1.8,2022-23,0.4834128754344001,0.5165871245656,7.789029657773428,11.14638580987421,8.328613205140499,10.911161701410624
Newcastle,Man United,2,0,6,1,7,4,1.95,1.95,2022-23,0.5110316802888805,0.48896831971111954,4.4246891075707175,16.721849172045555,4.496804383974614,14.59048453005894
Everton,Tottenham,1,1,6,2,3,3,2.1,1.73,2022-23,0.46869629104346167,0.5313037089565383,8.308982190706189,7.08065839298306,8.671148908280214,7.9248684673785945
Bournemouth,Brighton,0,2,3,6,5,5,1.8,2.0,2022-23,0.5533337198545614,0.44666628014543863,14.706538445869608,2.7958523583404373,13.7574259572706,7.442651146543656
Leeds,Nott'm Forest,2,1,6,1,11,4,1.98,1.92,2022-23,0.4771742699496659,0.5228257300503341,6.754030828554203,11.747015754656434,6.634320381857275,11.948130465688255
Leicester,Aston Villa,1,2,4,5,4,8,1.99,1.91,2022-23,0.49037425200528734,0.5096257479947126,13.608595183321677,3.744752758056233,12.65043489254362,5.153186778648816
Chelsea,Liverpool,0,0,3,4,3,5,1.95,1.95,2022-23,0.5042527546958246,0.49574724530417535,5.350877694580337,14.382568474838784,5.236224566717877,13.204825442257105
Man United,Brentford,1,0,3,1,12,3,1.73,2.1,2022-23,0.5697860372861947,0.4302139627138053,9.15230458337754,11.878012339756774,9.385397452149373,12.028064930472954
West Ham,Newcastle,1,5,2,8,7,6,2.1,1.73,2022-23,0.46829189845619773,0.5317081015438023,8.430995926753402,10.977912897378246,8.642093013230788,11.194310141581278
